# Program:featureCounts v2.0.0; Command:"featureCounts" "-g" "gene_id" "-a" "gen_ann.gtf" "-o" "feature_counts_fr4" "/content/out816.bam" "/content/out817.bam" "/content/out818.bam" "/content/out819.bam" 
Geneid	/content/out816.bam	/content/out817.bam	/content/out818.bam	/content/out819.bam
gene-YEL054C	903	2533	2208	8716
gene-YEL053C	74	116	128	505
gene-YEL052W	388	888	64	314
gene-YEL051W	975	1716	390	1576
gene-YEL050C	150	376	92	373
gene-YNCE0002W	2	5	0	1
gene-YNCE0003W	2	0	0	3
gene-YNCE0004C	1	2	0	1
gene-YEL049W	68	26	0	11
gene-YEL048C	30	57	49	183
gene-YEL047C	155	454	55	193
gene-YEL046C	699	1210	697	2221
gene-YEL044W	707	783	112	460
gene-YEL043W	794	730	219	643
gene-YEL042W	424	965	298	1011
gene-YEL041W	197	189	9	33
gene-YEL040W	157	504	73	731
gene-YEL039C	807	395	32	102
gene-YEL038W	334	262	52	203
gene-YEL037C	1742	1752	455	1582
gene-YEL036C	222	168	569	1984
gene-YEL035C	114	42	1	5
gene-YEL034W	10947	11876	3443	16143
gene-YEL033W	1637	2139	404	2087
gene-YNCE0005W	1	0	0	0
gene-YEL032W	246	523	201	538
gene-YEL031W	416	728	150	603
gene-YEL030W	258	198	17	56
gene-YEL029C	51	99	141	458
gene-YEL028W	52	30	11	45
gene-YNCE0006W	0	0	0	2
gene-YEL027W	2507	3179	1132	4759
gene-YEL026W	125	202	1202	4854
gene-YEL025C	142	203	9	48
gene-YEL024W	5066	6370	178	643
gene-YEL023C	123	123	38	94
gene-YEL022W	120	219	93	390
gene-YEL021W	200	541	573	1720
gene-YEL020W-A	113	439	132	601
gene-YNCE0007C	44	111	6	18
gene-YEL020C	185	528	58	324
gene-YEL019C	67	141	48	177
gene-YEL018W	43	105	91	312
gene-YEL017C-A	296	619	275	1068
gene-YEL017W	286	408	44	232
gene-YEL016C	112	124	86	300
gene-YEL015W	798	1040	234	788
gene-YEL014C	18	28	12	50
gene-YEL013W	613	614	59	333
gene-YNCE0008C	3	1	0	1
gene-YEL012W	6349	2769	83	164
gene-YEL011W	10818	9553	110	272
gene-YNCE0009C	0	0	0	0
gene-YEL009C-A	14	8	0	4
gene-YNCE0010W	0	0	0	0
gene-YEL009C	15776	18775	2104	8031
gene-YEL008W	38	11	2	10
gene-YEL007W	428	597	69	229
gene-YEL006W	746	601	133	365
gene-YEL005C	1124	608	30	103
gene-YEL004W	88	106	26	118
gene-YEL003W	48	151	76	385
gene-YEL002C	1295	1764	129	550
gene-YEL001C	129	324	107	465
gene-YER001W	190	449	19	39
gene-YER002W	2437	904	640	2159
gene-YER003C	359	2266	39	194
gene-YER004W	2918	2395	58	266
gene-YER005W	217	260	167	488
gene-YER006W	891	1031	979	3277
gene-YER007W	182	205	57	214
gene-YER007C-A	450	733	258	843
gene-YNCE0011C	21	12	1	9
gene-YER008C	432	563	86	307
gene-YER009W	886	1732	346	1315
gene-YER010C	1595	951	76	276
gene-YER011W	7	9	2	3
gene-YNCE0012W	4	1	0	2
gene-YER012W	1336	1972	80	416
gene-YER013W	337	473	96	355
gene-YER014W	255	301	19	79
gene-YER014C-A	0	0	0	0
gene-YER015W	6193	3037	80	102
gene-YER016W	30	120	23	99
gene-YER017C	794	847	204	784
gene-YER018C	218	449	22	131
gene-YER019W	155	172	47	231
gene-YER019C-A	1285	1416	233	846
gene-YER020W	5636	4406	188	524
gene-YER021W	5022	5082	140	683
gene-YER022W	227	350	70	217
gene-YER023W	1597	2929	92	489
gene-YER024W	10771	3052	120	180
gene-YER025W	1575	1642	604	1870
gene-YNCE0013W	1	6	2	3
gene-YER026C	3656	7057	79	404
gene-YER027C	366	616	72	337
gene-YER028C	103	87	132	522
gene-YER029C	469	421	153	551
gene-YER030W	1524	1442	94	341
gene-YER031C	459	718	168	732
gene-YER032W	86	139	22	75
gene-YER033C	447	460	40	123
gene-YER034W	29	60	55	245
gene-YER035W	2832	1942	264	934
gene-YER036C	1709	2587	2487	7703
gene-YER037W	775	1076	64	294
gene-YER038C	215	202	58	184
gene-YER038W-A	14	3	0	3
gene-YER039C	338	172	14	50
gene-YER039C-A	210	111	14	43
gene-YER040W	135	215	65	213
gene-YER041W	169	138	66	190
gene-YER042W	339	298	31	106
gene-YER043C	1968	9276	1076	3511
gene-YER044C	1006	1391	26	135
gene-YER044C-A	9	8	4	12
gene-YER045C	249	223	80	276
gene-YER046W	226	191	13	38
gene-YER047C	439	367	104	243
gene-YER048C	1057	1362	87	371
gene-YNCE0014W	1	1	0	0
gene-YER048W-A	337	462	80	283
gene-YER049W	78	169	886	2949
gene-YER050C	427	839	72	288
gene-YER051W	416	375	75	229
gene-YER052C	64	419	274	830
gene-YER053C	1336	1373	27	97
gene-YER053C-A	4632	3333	134	914
gene-YER054C	876	260	21	61
gene-YER055C	342	107	747	2408
gene-YER056C	640	759	2901	7874
gene-YER056C-A	433	1325	1266	5504
gene-YER057C	1419	1616	192	720
gene-YER058W	172	64	6	22
gene-YER059W	309	377	39	154
gene-YER060W	120	82	26	69
gene-YER060W-A	117	94	121	255
gene-YER061C	490	494	69	135
gene-YER062C	175	301	10156	40216
gene-YER063W	808	1325	340	1538
gene-YER064C	299	394	209	555
gene-YER065C	3499	19034	68	498
gene-YNCE0015C	5	5	1	4
gene-YER066W	125	168	14	35
gene-YER067W	4703	18018	47	421
gene-YER068W	625	537	155	488
gene-YER069W	273	648	189	569
gene-YER070W	25	260	5	70
gene-YER071C	191	219	49	164
gene-YER072W	818	1281	266	1042
gene-YER073W	20	63	737	1296
gene-YER074W	1085	2436	2221	9311
gene-YER074W-A	596	550	120	452
gene-YER075C	113	90	231	735
gene-YNCE0016C	2	1	1	2
gene-YER076C	73	105	16	53
gene-YER077C	101	112	84	219
gene-YER078C	131	326	20	98
gene-YER078W-A	4	5	0	6
gene-YER079W	2778	3551	99	325
gene-YER080W	2124	2485	100	355
gene-YNCE0017W	1079	827	16	44
gene-YER081W	974	283	1278	1633
gene-YER082C	311	353	473	1438
gene-YER083C	525	341	126	327
gene-YER084W	1236	121	13	8
gene-YER085C	11	2	0	5
gene-YER086W	291	384	620	1726
gene-YER087W	167	442	7	67
gene-YER087C-B	230	613	118	451
gene-YER088C	1403	2030	302	844
gene-YER089C	176	345	48	278
gene-YER090W	410	1031	157	717
gene-YER091C	1239	2070	1132	1792
gene-YER092W	449	354	95	302
gene-YER093C	296	288	64	220
gene-YER093C-A	88	193	17	54
gene-YER094C	1587	1771	63	415
gene-YER095W	1278	2175	237	718
gene-YER096W	779	336	79	190
gene-YNCE0018W	0	0	0	0
gene-YER098W	442	492	46	182
gene-YER099C	925	692	212	896
gene-YER100W	656	683	201	855
gene-YER101C	1169	701	70	219
gene-YER102W	512	1557	1486	5140
gene-YER103W	1680	29739	102	1169
gene-YER104W	178	164	15	37
gene-YER105C	840	1064	133	466
gene-YER106W	3	5	1	6
gene-YER107C	85	162	80	363
gene-YER110C	318	454	692	2097
gene-YER111C	57	144	4	23
gene-YER112W	861	579	89	391
gene-YER113C	50	82	119	486
gene-YER114C	556	426	285	939
gene-YER115C	350	183	40	168
gene-YER116C	766	366	88	312
gene-YER117W	1384	2950	2152	9448
gene-YER118C	75	154	73	286
gene-YER119C	803	541	43	126
gene-YER120W	943	1736	363	1637
gene-YER121W	811	368	8	16
gene-YER122C	954	1399	540	2145
gene-YER123W	218	305	175	470
gene-YER124C	626	871	49	147
gene-YER125W	1501	1446	266	824
gene-YER126C	336	459	1063	3579
gene-YER127W	30	47	453	1678
gene-YER128W	106	124	46	269
gene-YER129W	723	282	205	774
gene-YER130C	156	191	226	746
gene-YER131W	309	1857	1997	7916
gene-YNCE0019W	108	232	17	74
gene-YER132C	96	133	140	447
gene-YNCE0020C	2	1	0	1
gene-YER133W	4223	3827	541	1827
gene-YNCE0021C	0	0	0	2
gene-YNCE0022C	1	1	0	0
gene-YER134C	220	471	49	172
gene-YER135C	24	17	4	9
gene-YNCE0023W	0	0	0	2
gene-YER136W	1729	1546	86	505
gene-YER137C	65	71	77	223
gene-YNCE0024W	48	76	12	69
gene-YNCE0025C	0	0	0	0
gene-YER138C	0	0	0	0
gene-YER137C-A	0	0	0	0
gene-YER138W-A	0	0	0	0
gene-YER139C	234	280	15	91
gene-YER140W	130	146	70	228
gene-YER141W	1941	2186	159	611
gene-YER142C	1208	860	23	63
gene-YER143W	1177	1810	20	103
gene-YER144C	1080	500	69	275
gene-YER145C	522	572	1841	3646
gene-YER145C-A	3	9	11	38
gene-YER146W	7	12	13	28
gene-YER147C	220	258	56	237
gene-YER148W	707	763	605	1940
gene-YER149C	42	74	54	207
gene-YER150W	9762	17488	242	1163
gene-YNCE0026W	3	1	1	0
gene-YER151C	393	741	297	800
gene-YER152C	395	627	18	58
gene-YER153C	73	48	2	7
gene-YER154W	198	494	90	309
gene-YER155C	656	887	80	310
gene-YER156C	173	300	349	1371
gene-YER157W	94	328	36	217
gene-YNCE0027C	0	0	0	0
gene-YER158C	539	1593	54	167
gene-YER159C	1392	1286	216	656
gene-YNCE0028C	0	0	1	0
gene-YER160C	0	0	11	0
gene-YER159C-A	0	0	0	0
gene-YER161C	790	910	119	385
gene-YER162C	1356	922	61	189
gene-YER163C	173	591	54	210
gene-YER164W	506	651	214	562
gene-YER165W	5743	5784	1458	4752
gene-YER166W	616	768	99	329
gene-YER167W	423	318	140	453
gene-YER168C	221	306	221	711
gene-YER169W	974	362	670	1982
gene-YER170W	67	315	4	29
gene-YER171W	195	192	149	652
gene-YER172C	734	749	170	523
gene-YER173W	281	189	38	157
gene-YER174C	226	192	44	157
gene-YER175C	542	672	41	174
gene-YER175W-A	3	7	6	8
gene-YER176W	269	469	138	463
gene-YER177W	2732	5168	292	1193
gene-YER178W	8094	6618	182	884
gene-YER179W	84	66	3	6
gene-YER180C	130	81	51	199
gene-YER180C-A	72	56	14	52
gene-YNCE0029C	0	0	0	0
gene-YER181C	14	8	0	1
gene-YER182W	793	820	53	160
gene-YER183C	153	223	81	274
gene-YER184C	267	193	21	56
gene-YER185W	22	26	3	19
gene-YER186C	34	69	9	34
gene-YER187W	6	11	3	8
gene-YER188W	74	35	4	6
gene-YER188C-A	1	0	0	1
gene-YER189W	1	2	0	0
gene-YER190W	0	0	0	0
gene-YER190C-B	0	0	0	0
gene-YFL068W	0	0	0	0
gene-YFL067W	18	21	0	1
gene-YFL066C	81	74	0	0
gene-YFL065C	0	0	0	0
gene-YFL064C	2	1	1	0
gene-YFL062W	501	510	15	48
gene-YFL061W	32	26	0	0
gene-YFL060C	12	10	0	0
gene-YFL059W	13	55	0	3
gene-YFL058W	57	56	0	3
gene-YFL056C	3	5	0	3
gene-YFL055W	0	0	0	0
gene-YFL054C	1	0	0	0
gene-YFL053W	0	0	0	0
gene-YFL052W	0	1	0	0
gene-YFL051C	81	96	1	8
gene-YFL050C	246	426	68	219
gene-YFL049W	432	340	79	243
gene-YFL048C	373	360	126	532
gene-YFL047W	44	72	98	322
gene-YFL046W	245	348	41	190
gene-YFL045C	1028	3124	599	2420
gene-YFL044C	1054	1062	25	70
gene-YFL042C	1682	1578	34	100
gene-YFL041W-A	55	61	1	6
gene-YFL041W	816	1073	81	215
gene-YFL040W	61	93	15	55
gene-YFL039C	10367	18563	804	3229
gene-YFL038C	4574	4651	389	1648
gene-YFL037W	1256	3116	143	899
gene-YNCF0001C	28	117	3	17
gene-YFL036W	483	666	168	482
gene-YFL034C-B	38	80	70	306
gene-YFL034C-A	47	138	668	2707
gene-YFL034W	176	287	99	319
gene-YFL033C	119	147	71	281
gene-YFL031W	2027	3310	292	1159
gene-YFL030W	4595	4628	117	409
gene-YFL029C	291	446	14	114
gene-YFL028C	306	429	79	319
gene-YFL027C	70	167	28	92
gene-YFL026W	82	48	11	36
gene-YFL025C	121	119	46	171
gene-YFL024C	598	514	169	518
gene-YFL023W	354	269	266	741
gene-YFL022C	702	1220	611	1934
gene-YFL021W	449	520	247	391
gene-YFL020C	30	13	3	10
gene-YFL019C	61	29	1	4
gene-YNCF0002W	0	0	0	0
gene-YFL018C	5164	6064	144	720
gene-YFL017W-A	101	123	33	119
gene-YFL017C	218	292	31	144
gene-YFL016C	3395	6613	164	629
gene-YFL015C	10	17	5	12
gene-YFL014W	79526	38487	2625	7654
gene-YFL013C	1094	1290	92	324
gene-YFL012W	0	0	0	1
gene-YFL011W	11	6	0	1
gene-YFL010W-A	34	51	16	39
gene-YFL010C	154	314	124	423
gene-YFL009W	399	332	88	310
gene-YFL008W	151	665	8	61
gene-YFL007W	1965	1278	131	449
gene-YFL005W	2201	2043	209	728
gene-YNCF0003C	172	211	16	75
gene-YFL004W	1320	1435	132	504
gene-YFL003C	83	61	17	56
gene-YNCF0004C	0	0	0	1
gene-YFL002W-B	0	0	0	0
gene-YFL002W-A	0	0	0	0
gene-YFL002C	416	491	258	718
gene-YFL001W	82	196	176	569
gene-YFR001W	564	668	311	1150
gene-YFR002W	569	662	249	837
gene-YFR003C	367	622	6	53
gene-YFR004W	2043	2733	163	621
gene-YFR005C	50	104	58	320
gene-YFR006W	1729	1498	171	630
gene-YNCF0005C	0	0	0	0
gene-YFR007W	101	150	21	108
gene-YFR008W	303	278	13	79
gene-YNCF0006W	0	0	0	0
gene-YFR009W	613	1016	346	1285
gene-YFR010W	1989	2966	86	492
gene-YFR011C	597	1716	59	296
gene-YNCF0007W	0	0	0	0
gene-YFR012W	14	3	2	1
gene-YFR012W-A	1	0	0	3
gene-YFR013W	207	373	68	239
gene-YFR014C	1134	1373	36	120
gene-YFR015C	2651	2969	29	105
gene-YFR016C	1411	1217	41	159
gene-YNCF0008C	0	0	0	0
gene-YFR017C	1759	1440	23	52
gene-YFR018C	274	382	17	55
gene-YFR019W	513	512	12	63
gene-YNCF0009C	0	0	0	0
gene-YFR020W	81	94	24	106
gene-YFR021W	144	198	35	132
gene-YFR022W	125	99	27	113
gene-YNCF0010C	0	0	0	0
gene-YFR023W	16	9	0	0
gene-YFR024C-A	1868	2429	49	196
gene-YFR025C	162	401	37	195
gene-YNCF0011C	0	0	0	0
gene-YFR026C	7	24	0	4
gene-YFR027W	9	35	3	13
gene-YFR028C	103	232	168	680
gene-YNCF0012C	0	1	0	1
gene-YFR029W	414	211	94	384
gene-YFR030W	248	228	185	658
gene-YFR031C	173	295	37	162
gene-YFR031C-A	765	2813	2554	9273
gene-YNCF0013W	1	1	0	3
gene-YFR032C	0	1	17	48
gene-YFR032C-A	560	1322	1122	4371
gene-YFR032C-B	24	34	27	97
gene-YFR033C	3826	4485	226	788
gene-YFR034C	207	221	111	359
gene-YFR035C	99	275	58	211
gene-YNCF0014C	0	0	0	0
gene-YFR036W	94	91	73	232
gene-YFR037C	734	1199	290	1045
gene-YFR038W	337	435	74	271
gene-YFR039C	690	575	99	370
gene-YFR040W	2557	2194	165	488
gene-YFR041C	264	617	29	168
gene-YFR042W	85	177	22	120
gene-YFR043C	280	344	27	123
gene-YFR044C	1438	1980	155	781
gene-YFR045W	164	340	22	108
gene-YFR046C	163	294	12	77
gene-YFR047C	1021	1248	30	134
gene-YFR048W	228	353	73	295
gene-YFR049W	1935	2046	29	109
gene-YFR050C	2169	2935	117	621
gene-YFR051C	170	610	169	639
gene-YFR052W	1590	1699	73	359
gene-YFR053C	4584	16565	54	508
gene-YFR054C	10	3	0	0
gene-YFR055W	31	75	41	145
gene-YFR057W	16	15	1	4
gene-YGL263W	223	260	54	165
gene-YGL262W	143	133	10	25
gene-YGL261C	5	6	0	4
gene-YGL260W	3	3	0	1
gene-YGL259W	27	34	2	6
gene-YGL258W-A	14	10	0	4
gene-YGL258W	20	10	2	11
gene-YGL257C	232	269	43	248
gene-YGL256W	256	328	108	427
gene-YGL255W	1903	3028	2521	10837
gene-YGL254W	268	151	47	90
gene-YGL253W	98	1448	365	1528
gene-YGL252C	1343	1355	155	627
gene-YGL251C	228	143	13	66
gene-YGL250W	383	472	11	63
gene-YGL249W	12	3	1	4
gene-YNCG0001C	0	0	0	0
gene-YGL248W	726	679	46	211
gene-YGL247W	47	59	32	163
gene-YGL246C	143	286	275	877
gene-YGL245W	1864	3500	361	1530
gene-YGL244W	461	617	235	803
gene-YGL243W	143	194	54	187
gene-YGL242C	127	95	4	44
gene-YGL241W	91	162	31	127
gene-YGL240W	76	91	15	24
gene-YGL238W	514	657	238	803
gene-YGL237C	513	638	47	132
gene-YGL236C	29	126	45	123
gene-YGL235W	0	0	0	2
gene-YGL234W	416	958	994	2422
gene-YGL233W	529	612	55	237
gene-YGL232W	242	361	125	585
gene-YGL231C	972	1122	127	530
gene-YGL230C	32	22	6	18
gene-YGL229C	23	42	1	10
gene-YGL228W	2215	1625	180	745
gene-YGL227W	1673	1411	15	61
gene-YGL226C-A	402	675	26	118
gene-YGL226W	85	157	8	21
gene-YNCG0002C	0	0	3	8
gene-YGL225W	33	84	245	947
gene-YGL224C	133	169	57	275
gene-YGL223C	368	486	49	219
gene-YGL222C	384	403	19	105
gene-YGL221C	1015	1310	192	786
gene-YGL220W	465	387	95	337
gene-YGL219C	2003	2061	175	559
gene-YGL216W	120	151	54	248
gene-YGL215W	1362	1014	810	2804
gene-YGL213C	60	214	108	556
gene-YGL212W	185	204	28	115
gene-YGL211W	256	278	377	1179
gene-YGL210W	237	286	73	305
gene-YGL209W	234	169	113	460
gene-YGL208W	1713	2025	50	143
gene-YGL207W	896	1645	93	514
gene-YGL206C	1153	1809	61	314
gene-YGL205W	15505	5687	155	144
gene-YNCG0003C	20	5	2	1
gene-YGL204C	22	26	12	37
gene-YGL203C	324	254	167	487
gene-YNCG0004W	0	0	1	0
gene-YGL202W	344	1125	331	973
gene-YGL201C	129	203	162	541
gene-YNCG0005W	0	0	0	0
gene-YGL200C	662	2361	108	477
gene-YGL198W	270	494	48	205
gene-YGL197W	1302	935	60	204
gene-YGL196W	225	687	28	216
gene-YGL195W	642	863	267	855
gene-YGL194C-A	44	35	14	31
gene-YGL194C	47	123	15	65
gene-YNCG0006C	0	3	0	0
gene-YGL193C	0	0	0	0
gene-YGL192W	0	0	0	0
gene-YGL191W	18310	12447	385	1067
gene-YGL190C	732	510	136	646
gene-YGL189C	2614	5786	3252	13526
gene-YGL188C-A	12	20	39	133
gene-YGL187C	7801	7221	163	755
gene-YGL186C	141	184	120	383
gene-YGL185C	297	352	52	163
gene-YGL184C	190	88	35	80
gene-YGL183C	4	3	2	0
gene-YGL181W	1077	1084	109	401
gene-YGL180W	470	155	24	76
gene-YGL179C	15	67	25	107
gene-YGL178W	726	699	160	446
gene-YGL176C	30	59	58	175
gene-YGL175C	22	29	13	43
gene-YGL174W	96	182	46	120
gene-YGL173C	1786	2077	103	427
gene-YGL172W	191	383	156	568
gene-YGL171W	130	205	333	927
gene-YGL170C	9	23	16	72
gene-YNCG0007C	0	0	0	0
gene-YGL169W	137	310	290	999
gene-YGL168W	19	12	4	35
gene-YGL167C	1170	549	148	607
gene-YGL166W	773	719	84	316
gene-YGL164C	536	523	41	118
gene-YGL163C	255	299	230	515
gene-YGL162W	7	17	68	198
gene-YGL161C	736	972	22	123
gene-YGL160W	814	585	46	216
gene-YGL159W	162	161	31	122
gene-YNCG0008W	0	1	0	2
gene-YGL158W	6	0	23	59
gene-YGL157W	9	29	151	531
gene-YGL156W	10018	5231	103	170
gene-YGL155W	205	272	63	203
gene-YGL154C	321	201	23	85
gene-YGL153W	645	570	56	237
gene-YGL151W	270	328	74	323
gene-YGL150C	1038	1271	139	448
gene-YGL149W	35	26	4	6
gene-YGL148W	186	692	338	1052
gene-YGL147C	105	727	1896	7343
gene-YGL146C	313	213	11	47
gene-YGL145W	232	218	107	364
gene-YGL144C	95	38	68	244
gene-YGL143C	60	274	24	81
gene-YGL142C	185	112	73	178
gene-YGL141W	290	294	67	156
gene-YGL140C	594	676	120	406
gene-YGL139W	400	457	103	308
gene-YGL138C	0	0	0	1
gene-YGL137W	929	2079	126	578
gene-YGL136C	444	581	100	389
gene-YGL135W	1170	1923	1836	7281
gene-YGL134W	728	632	116	353
gene-YGL133W	610	652	222	824
gene-YGL131C	639	458	48	121
gene-YGL130W	274	401	135	414
gene-YGL129C	319	687	82	294
gene-YGL128C	322	244	21	129
gene-YGL127C	195	206	86	289
gene-YGL126W	107	270	64	304
gene-YGL125W	493	470	92	352
gene-YGL124C	221	257	47	219
gene-YGL123W	1574	4375	7200	26541
gene-YGL122C	2722	2371	383	973
gene-YGL121C	4177	1683	51	89
gene-YGL120C	75	176	866	2793
gene-YGL119W	132	298	92	424
gene-YNCG0009C	0	0	0	0
gene-YGL118C	4	12	1	2
gene-YGL117W	188	240	38	102
gene-YGL116W	409	548	6	49
gene-YGL115W	367	914	89	348
gene-YGL114W	483	474	103	386
gene-YGL113W	46	63	45	195
gene-YGL112C	422	565	162	526
gene-YGL111W	448	635	423	1614
gene-YGL110C	158	264	58	288
gene-YGL108C	204	313	29	113
gene-YGL107C	59	169	64	277
gene-YGL106W	678	949	181	811
gene-YGL105W	2177	3494	691	3091
gene-YGL104C	230	230	44	215
gene-YGL103W	1495	5008	5092	21286
gene-YGL101W	83	167	169	492
gene-YGL100W	722	867	153	594
gene-YGL099W	222	224	522	1536
gene-YNCG0010W	117	115	5	30
gene-YGL098W	576	555	60	195
gene-YNCG0011W	0	1	0	0
gene-YGL097W	121	355	232	727
gene-YGL096W	1420	662	30	48
gene-YNCG0012W	0	0	6	11
gene-YGL095C	618	669	74	217
gene-YGL094C	286	358	37	147
gene-YGL093W	211	285	14	58
gene-YGL092W	229	524	109	382
gene-YGL091C	545	638	111	358
gene-YGL090W	280	315	61	166
gene-YGL089C	15	27	7	24
gene-YGL088W	0	0	0	0
gene-YNCG0013W	4	11	0	4
gene-YGL087C	1255	1133	137	486
gene-YGL086W	494	378	119	397
gene-YGL085W	121	164	70	269
gene-YGL084C	700	933	57	173
gene-YGL083W	265	300	70	185
gene-YGL082W	381	827	42	181
gene-YGL081W	53	23	4	17
gene-YGL080W	2012	1516	65	248
gene-YGL079W	143	205	54	184
gene-YGL078C	422	701	1214	3460
gene-YGL077C	1660	1390	291	1121
gene-YGL076C	917	2340	1920	7378
gene-YNCG0014C	2	11	21	53
gene-YNCG0015C	2	1	4	3
gene-YGL075C	19	61	6	35
gene-YGL073W	1294	1238	141	484
gene-YGL071W	175	195	98	334
gene-YGL070C	47	157	142	490
gene-YGL068W	136	1185	76	400
gene-YGL067W	64	152	61	308
gene-YGL066W	448	458	69	254
gene-YGL065C	176	322	37	127
gene-YGL064C	28	33	41	159
gene-YGL063W	19	55	5	36
gene-YGL062W	9573	5838	116	367
gene-YGL061C	35	128	11	67
gene-YGL060W	127	194	5	42
gene-YGL059W	1310	768	12	64
gene-YGL058W	247	500	125	446
gene-YGL057C	142	175	56	216
gene-YGL056C	1321	445	259	785
gene-YGL055W	56150	36344	994	3108
gene-YGL054C	565	713	257	1017
gene-YNCG0016C	0	0	0	0
gene-YGL053W	13	18	0	10
gene-YGL051W	17	10	4	4
gene-YNCG0017W	0	0	0	1
gene-YGL050W	132	174	137	503
gene-YGL049C	303	608	163	476
gene-YGL048C	3916	5079	210	837
gene-YGL047W	544	585	3	33
gene-YNCG0018C	0	4	0	0
gene-YGL045W	1470	1735	100	340
gene-YGL044C	169	167	88	313
gene-YGL043W	560	798	194	718
gene-YGL041C-B	3	5	0	17
gene-YGL041W-A	367	506	64	216
gene-YGL040C	625	1063	148	514
gene-YNCG0019W	0	0	0	0
gene-YGL039W	58	97	14	59
gene-YGL038C	331	543	16	53
gene-YGL037C	5827	9690	136	710
gene-YGL036W	625	320	196	601
gene-YGL035C	34	74	454	1281
gene-YGL034C	2	2	0	0
gene-YGL033W	5	17	1	4
gene-YGL032C	5	20	1	1
gene-YGL031C	1539	4097	2740	10772
gene-YGL030W	917	3873	3967	14902
gene-YGL029W	97	45	498	1813
gene-YNCG0020C	0	0	0	0
gene-YGL028C	129	177	15	21
gene-YGL027C	160	397	19	81
gene-YGL026C	558	929	349	1246
gene-YGL025C	456	534	115	352
gene-YGL023C	600	601	160	631
gene-YGL022W	297	562	114	518
gene-YGL021W	556	345	13	102
gene-YGL020C	346	471	73	315
gene-YGL019W	748	1261	144	537
gene-YGL018C	216	356	44	163
gene-YGL017W	187	197	35	133
gene-YGL016W	89	112	74	284
gene-YGL015C	3	2	1	6
gene-YGL014W	777	720	330	966
gene-YGL013C	506	493	133	342
gene-YGL012W	231	879	215	820
gene-YGL011C	2653	3715	135	717
gene-YGL010W	359	300	21	71
gene-YGL009C	647	377	4243	7401
gene-YGL008C	6195	18315	7184	23490
gene-YGL007C-A	10	13	1	1
gene-YGL007W	103	33	1	5
gene-YGL006W-A	32	28	4	3
gene-YGL006W	8683	6792	232	683
gene-YGL005C	1615	1461	62	288
gene-YGL004C	510	831	20	133
gene-YGL003C	574	472	96	310
gene-YGL002W	538	522	43	150
gene-YGL001C	234	731	108	423
gene-YGR001C	355	523	233	844
gene-YGR002C	596	696	119	372
gene-YGR003W	536	331	148	457
gene-YGR004W	149	129	51	174
gene-YGR005C	1153	874	144	523
gene-YGR006W	118	112	20	69
gene-YGR007W	376	719	110	515
gene-YGR008C	10330	9097	99	182
gene-YGR009C	664	817	121	418
gene-YGR010W	491	414	69	244
gene-YGR012W	318	466	69	242
gene-YGR013W	495	502	70	260
gene-YGR014W	155	382	68	282
gene-YGR015C	87	147	22	97
gene-YGR016W	77	80	13	46
gene-YGR017W	185	399	45	239
gene-YGR018C	3	7	3	5
gene-YGR019W	2301	2551	105	360
gene-YGR020C	223	551	340	1108
gene-YGR021W	93	314	44	140
gene-YGR023W	1992	1945	157	414
gene-YNCG0021W	0	0	0	1
gene-YGR024C	639	473	201	676
gene-YGR025W	92	77	5	32
gene-YGR026W	827	827	38	329
gene-YGR027C	1765	4289	2741	10565
gene-YGR027W-A	0	0	0	0
gene-YGR027W-B	97	61	18	111
gene-YNCG0022W	0	0	0	0
gene-YGR028W	487	810	124	456
gene-YGR029W	436	585	73	269
gene-YNCG0023C	1	0	1	8
gene-YNCG0024W	24	14	5	43
gene-YGR030C	217	192	54	217
gene-YGR031W	363	523	26	88
gene-YGR031C-A	0	0	0	0
gene-YGR032W	13554	7324	290	757
gene-YGR033C	935	837	251	814
gene-YGR034W	484	1759	2801	10619
gene-YGR035C	27	25	185	243
gene-YGR035W-A	10	22	5	26
gene-YGR036C	55	74	19	110
gene-YGR037C	925	2098	49	337
gene-YGR038W	112	231	61	196
gene-YNCG0025C	0	0	0	0
gene-YGR038C-B	6	1	2	5
gene-YGR038C-A	0	0	0	0
gene-YGR039W	13	12	1	10
gene-YGR040W	85	151	19	86
gene-YGR041W	130	104	6	33
gene-YGR042W	328	340	39	115
gene-YGR043C	7344	1188	668	1044
gene-YGR044C	91	78	5	7
gene-YGR045C	9	4	0	1
gene-YGR046W	1139	635	127	467
gene-YGR047C	244	316	36	145
gene-YGR048W	396	596	56	288
gene-YGR049W	508	293	833	3457
gene-YGR050C	130	74	14	50
gene-YGR052W	4901	1491	529	2133
gene-YGR053C	71	97	2	14
gene-YGR054W	96	246	549	1724
gene-YGR055W	477	512	1055	3020
gene-YGR056W	194	427	145	531
gene-YGR057C	630	465	101	368
gene-YGR058W	206	312	80	327
gene-YGR059W	38	32	7	18
gene-YNCG0026W	4	4	3	8
gene-YGR060W	1727	3388	1079	4252
gene-YGR061C	1611	2251	669	1615
gene-YGR062C	36	101	29	95
gene-YGR063C	71	111	99	252
gene-YGR065C	75	101	120	332
gene-YGR066C	50	31	5	17
gene-YGR067C	2112	697	14	14
gene-YGR068C	88	55	133	332
gene-YGR070W	1432	1029	21	75
gene-YGR071C	191	192	98	313
gene-YGR072W	663	656	150	659
gene-YGR074W	98	169	108	454
gene-YGR075C	74	131	59	204
